Author;AuthorULAN;AuthorULANLabel;AuthorNationality;BiographyLabel;AuthorBirth;AuthorDeath;AuthorBirthLong;AuthorBirthLat;AuthorDeathLong;AuthorDeathLat;AuthorBirthCity;AuthorDeathCity;CountModifiers;CountModifiers_Contact;CountModifiers_Neighbours;CountWorks;CountWorks_Modified;CountWorks_Contact;CountWorks_Neighbours;PercWorks_Modified;PercWorks_Contact;PercWorks_Neighbours
PYNAS Jacob;ulan:500006481;Pynas, Jacob Symonsz.;Dutch (culture or style);Dutch painter, ca.1590-ca.1648;1580.0;1658.0;;;;;;;3.0;3.0;0.0;15.0;4.0;4.0;0.0;0.26666666666666666;0.26666666666666666;0.0
SPINAZZI Innocenzo;ulan:500025842;Spinazzi, Innocenzo;Italian (culture or style);Italian sculptor, 1726-1798;1726.0;1798.0;12.483333;41.9;11.25;43.766667;Rome;Florence;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
COZZARELLI Giacomo;ulan:500003893;Cozzarelli, Giacomo;Italian (culture or style);Sienese painter, sculptor, and architect, 1453-1515;1453.0;1515.0;11.33;43.318000000000005;11.33;43.318000000000005;Siena;Siena;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
LEOMBRUNO Lorenzo;ulan:500006794;Leonbruno, Lorenzo;Italian (culture or style);Italian painter, 1489-ca. 1537;1489.0;1547.0;;;;;;;1.0;1.0;0.0;15.0;9.0;9.0;0.0;0.6;0.6;0.0
MORLAITER Michelangelo;ulan:500090472;Morlaiter, Michelangelo;Italian (culture or style);Italian artist, 1729-1806;1729.0;1806.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
COLA DELL AMATRICE;ulan:500030888;Cola dell'Amatrice;Italian (culture or style);Italian painter, sculptor, and architect, ca. 1480-ca. 1547;1470.0;1557.0;;;;;;;1.0;1.0;0.0;15.0;1.0;1.0;0.0;0.06666666666666667;0.06666666666666667;0.0
MOOR Antonio;ulan:500027909;Mor, Antonis;Netherlandish;North Netherlandish painter, born 1512-1516, died ca. 1576;1512.0;1586.0;5.133333;52.083333;4.401514;51.213886;Utrecht;Antwerp;2.0;1.0;1.0;17.0;3.0;1.0;2.0;0.17647058823529413;0.058823529411764705;0.11764705882352941
GRAZIANI Giuseppe;ulan:500027452;Graziani, Giuseppe;Italian (culture or style);Italian painter, 1699-after 1760;1699.0;1760.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
MENGONI Giuseppe;ulan:500022745;Mengoni, Giuseppe;Italian (culture or style);Italian architect, 1829-1877;1829.0;1877.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
JACOPINO DEL CONTE;ulan:500030788;Conte, Jacopino del;Italian (culture or style);Italian painter, 1510-1598;1510.0;1598.0;;;;;;;1.0;1.0;0.0;15.0;1.0;1.0;0.0;0.06666666666666667;0.06666666666666667;0.0
XANTO AVELLI Francesco;ulan:500014839;Xanto Avelli, Francesco;Italian (culture or style);Italian ceramicist and poet, ca. 1487-ca. 1542;1482.0;1547.0;11.783333;45.066667;12.633333;43.716667;Rovigo;Urbino;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
GUGLIELMI Gregorio;ulan:500027205;Guglielmi, Gregorio;Italian (culture or style);Italian painter, 1714-1773;1714.0;1773.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
ORLANDI Deodato;ulan:500007771;Deodato Orlandi;Italian (culture or style);Italian painter, active 1288-1315, died before 1331;1258.0;1331.0;;;;;;;1.0;1.0;0.0;15.0;1.0;1.0;0.0;0.06666666666666667;0.06666666666666667;0.0
GRUNEWALD Mathis;ulan:500021832;Grünewald, Matthias;German (culture, style, period);German painter and draftsman, ca. 1470-ca. 1530;1460.0;1540.0;;;;;;;1.0;0.0;1.0;16.0;1.0;0.0;1.0;0.0625;0.0;0.0625
CODAZZI Viviano;ulan:500006322;Codazzi, Viviano;Italian (culture or style);Italian painter, ca. 1604-1670;1602.0;1670.0;9.716667;45.683333000000005;12.483333;41.9;Seriate;Rome;2.0;1.0;1.0;17.0;4.0;2.0;2.0;0.23529411764705882;0.11764705882352941;0.11764705882352941
MAESTRO del BIGALLO;ulan:500020424;Master of the Bigallo Crucifix;Italian (culture or style);Italian painter, active mid-13th century;1200.0;1300.0;;;;;;;1.0;1.0;0.0;15.0;3.0;3.0;0.0;0.2;0.2;0.0
BELLANGE Jacques;ulan:500001347;Bellange, Jacques;French (culture or style);French painter, etcher, and draftsman, ca. 1575-1616;1570.0;1616.0;;;6.187755999999999;48.69211;;Nancy;2.0;2.0;0.0;15.0;2.0;2.0;0.0;0.13333333333333333;0.13333333333333333;0.0
SEVERINI Gino;ulan:500009799;Severini, Gino;Italian (culture or style);Italian painter, 1883-1966;1883.0;1966.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
CRONACA (il-);ulan:500017894;Cronaca;Italian (culture or style);Italian architect, 1457-1508;1457.0;1508.0;;;;;;;1.0;1.0;0.0;15.0;2.0;2.0;0.0;0.13333333333333333;0.13333333333333333;0.0
LASINIO Basilio;ulan:500017595;Lasinio, Basilio;Italian (culture or style);Italian painter, 1766-1839;1766.0;1839.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
ZANDOMENEGHI Federico;ulan:500014390;Zandomeneghi, Federico;Italian (culture or style);Italian painter, 1841-1917;1841.0;1917.0;12.326667;45.438611;2.333333;48.866667;Venice;Paris;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
ZANOTTI Davide;ulan:500023421;Zanotti, Davide;Italian (culture or style);Italian painter, 1733-1808;1733.0;1808.0;11.351;44.507;11.351;44.507;Bologna;Bologna;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
MOCHI Francesco;ulan:500009099;Mochi, Francesco;Italian (culture or style);Italian sculptor, 1580-1654;1580.0;1654.0;11.566667;43.516667;12.483333;41.9;Montevarchi;Rome;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
ODERISI Roberto;ulan:500124357;Oderisi, Roberto d';Italian (culture or style);Italian painter, active ca. 1330-1382;1300.0;1400.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
QUAST Pieter;ulan:500016042;Quast, Pieter Jansz.;Dutch (culture or style);Dutch painter, engraver, and draftsman, 1605 or 1606-1647;1605.0;1647.0;4.916667;52.35;4.916667;52.35;Amsterdam;Amsterdam;1.0;1.0;0.0;15.0;1.0;1.0;0.0;0.06666666666666667;0.06666666666666667;0.0
KLOTZ Valentijn;ulan:500023005;Klotz, Valentin;Dutch (culture or style);Dutch draftsman, engineer, active 1669-1697;1639.0;1727.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
FRANCESCO DA SANGALLO;ulan:500012142;Sangallo, Francesco da;Italian (culture or style);Italian sculptor and architect, 1494-1576;1494.0;1576.0;;;;;;;1.0;1.0;0.0;15.0;1.0;1.0;0.0;0.06666666666666667;0.06666666666666667;0.0
PINSENT Cecil;ulan:500075040;Pinsent, Cecil;British (modern);British architect, 1884-1963;1884.0;1963.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
BONASONE Giulio;ulan:500004569;Bonasone, Giulio;Italian (culture or style);Bolognese printmaker and painter, ca. 1510-after 1576;1500.0;1600.0;11.351;44.507;11.351;44.507;Bologna;Bologna;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
LEFEVRE Valentin;ulan:500001424;Lefebvre, Valentin;Flemish (culture or style);Flemish painter, printmaker, ca.1641-ca.1680;1631.0;1690.0;;;;;;;1.0;1.0;0.0;15.0;3.0;3.0;0.0;0.2;0.2;0.0
LINGUITI-GALARDI Giulia;ulan:500046334;Linguiti-Galardi, Giulia;Italian (culture or style);Italian painter 19th-20th centuries;19.0;20.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
JOLI Antonio;ulan:500031488;Joli, Antonio;Italian (culture or style);Italian painter, ca. 1700-1777;1690.0;1777.0;10.916667;44.666667;14.25;40.833333;Modena;Naples;2.0;1.0;1.0;17.0;4.0;2.0;2.0;0.23529411764705882;0.11764705882352941;0.11764705882352941
FALCONE Aniello;ulan:500115652;Falcone, Aniello;Italian (culture or style);Neapolitan painter, 1607-1656;1607.0;1656.0;14.25;40.833333;14.25;40.833333;Naples;Naples;1.0;1.0;0.0;15.0;2.0;2.0;0.0;0.13333333333333333;0.13333333333333333;0.0
BACCIO da MONTELUPO;ulan:500008248;Baccio da Montelupo;Italian (culture or style);Italian sculptor and architect, 1469-1535;1469.0;1535.0;11.016667;43.733333;10.2167;43.8333;Montelupo Fiorentino;Unknown;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
LAURI Filippo;ulan:500031281;Lauri, Filippo;Italian (culture or style);Italian painter, 1623-1694;1623.0;1694.0;12.483333;41.9;12.483333;41.9;Rome;Rome;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
GUIDO DA COMO;ulan:500055021;Bigarelli, Guido;Italian (culture or style);Italian sculptor, active 1244, died before 1257;1214.0;1257.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
BALDASSARE d 'ESTE;ulan:500003014;Baldassare d'Este;Italian (culture or style);Italian painter and medalist, 1432-after 1506;1432.0;1532.0;10.6;44.716667;;;Reggio nell'Emilia;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
RICHINI Francesco Maria;ulan:500031045;Ricchino, Francesco Maria;Italian (culture or style);Italian architect, ca. 1583-1658;1573.0;1658.0;9.2;45.466667;;;Milan;;1.0;0.0;1.0;17.0;2.0;0.0;2.0;0.11764705882352941;0.0;0.11764705882352941
GALLORI Emilio;ulan:500112715;Gallori, Emilio;Italian (culture or style);Italian sculptor, 1846-1924;1846.0;1924.0;;;;;;;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0
OPPI Ubaldo;ulan:500013214;Oppi, Ubaldo;Italian (culture or style);Italian painter and draftsman, 1889-1942;1889.0;1942.0;11.351;44.507;11.55;45.55;Bologna;Vicenza;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
BAZZICALUVA Ercole;ulan:500156492;Bazzicaluva, Ercole;Italian (culture or style);Italian draftsman and engraver, ca. 1610-after 1641;1600.0;1661.0;10.383333;43.716667;;;Pisa;;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
LINT Hendrik Frans (van);ulan:500021172;Lint, Hendrik Frans van;Flemish (culture or style);Flemish painter, 1684-1763;1684.0;1763.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
GHIRLANDAIO Davide;ulan:500021575;Ghirlandaio, Davide;Italian (culture or style);Italian painter and mosaicist, 1452-1525;1452.0;1525.0;11.25;43.766667;11.25;43.766667;Florence;Florence;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
MODERSOHN-BECKER Paula;ulan:500422180;Modersohn-Becker, Paula;German (culture, style, period);German painter, 1876-1907;1876.0;1907.0;13.75;51.05;8.933333;53.216667;Dresden;Landkreis Osterholz;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
LANDINI Taddeo;ulan:500015044;Landini, Taddeo;Italian (culture or style);Italian sculptor, architect, ca.1550-1596;1540.0;1596.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
UYTEWAEL Joachim;ulan:500014644;Wtewael, Joachim Anthonisz;Dutch (culture or style);Dutch painter and draftsman, 1566-1638;1566.0;1638.0;5.133333;52.083333;5.133333;52.083333;Utrecht;Utrecht;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
VALLE Filippo;ulan:500025927;Della Valle, Filippo;Italian (culture or style);Italian sculptor, 1697-1768;1697.0;1768.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
BONINGTON Richard Parkes;ulan:500024171;Bonington, Richard Parkes;British (modern);English painter, 1802-1828;1802.0;1828.0;-1.133333;53.0;-0.093145;51.514248;Nottingham;City of London;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
MANCINI Antonio;ulan:500024973;Mancini, Antonio;Italian (culture or style);Italian painter, 1852-1930;1852.0;1930.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
PONCHINO Giambattista;ulan:500021080;Ponchino, Giovanni Battista;Italian (culture or style);Italian painter, ca. 1500-ca. 1570;1490.0;1580.0;11.916667;45.666667;;;Castelfranco Veneto;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
FRANCESCO DI SIMONE;ulan:500316740;De Simone, Francesco;Italian (culture or style);Italian architect and urban planner, 1859-1932;1859.0;1932.0;18.183333;40.383333;14.25;40.833333;Lecce;Naples;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
RICCI Giovanni Battista;ulan:500020088;Ricci, Giovanni Battista;Italian (culture or style);Italian painter, draftsman, and engraver, 1537-1627;1537.0;1627.0;8.633333;45.466667;12.483333;41.9;Novara;Rome;4.0;3.0;1.0;15.0;4.0;3.0;1.0;0.26666666666666666;0.2;0.06666666666666667
GRANET François Marius;ulan:500031529;Granet, François-Marius;French (culture or style);French draftsman, 1775-1849;1775.0;1849.0;5.448791;43.528695;2.0;46.0;Aix-en-Provence;Creuse;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
MITELLI Giuseppe Maria;ulan:500018469;Mitelli, Giuseppe Maria;Italian (culture or style);Italian painter and printmaker, 1634-1718;1634.0;1718.0;11.351;44.507;11.351;44.507;Bologna;Bologna;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
SIRONI Mario;ulan:500012403;Sironi, Mario;Italian (culture or style);Italian painter, 1885-1961;1885.0;1961.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
BERTO DI GIOVANNI;ulan:500018751;Berto di Giovanni di Marco;Italian (culture or style);Italian painter, ca.1475-ca. 1529;1465.0;1529.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
LANG Hieronymus;ulan:500023887;Lang, Hieronymus;Swiss;Swiss painter, active 1541-1582;1510.0;1610.0;;;;;;;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
DESUBLEO Michele;ulan:500023997;Desubleo, Michele;Flemish (culture or style);Flemish or Italian painter, ca. 1601-1676;1590.0;1676.0;;;;;;;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
CAMERATA Giuseppe;ulan:500299728;Camerata, Giuseppe, II;Italian (culture or style);Italian painter and engraver, 1718-1803;1718.0;1803.0;;;13.75;51.05;;Dresden;2.0;2.0;0.0;14.0;3.0;3.0;0.0;0.21428571428571427;0.21428571428571427;0.0
BIANCHI Mosé;ulan:500044613;Bianchi, Mosè Di Giuseppe;Italian (culture or style);Italian painter, 1836-1893;1836.0;1893.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
VIANI Domenico Maria;ulan:500119871;Viani, Domenico Maria;Italian (culture or style);Italian painter and printmaker, 1668-1711;1668.0;1711.0;11.351;44.507;11.351;44.507;Bologna;Bologna;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
ANDREA DI JACOPO D' OGNABENE;ulan:500044046;Andrea di Jacopo d'Ognabene;Italian (culture or style);Italian goldsmith, active 1285-1316;1255.0;1346.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
CRESPI Giovanni Battista;ulan:500115415;Cerano;Italian (culture or style);Italian painter, designer, ca. 1575-1632;1575.0;1632.0;8.783333;45.416667;9.2;45.466667;Novara;Milan;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
GHEZZI Giuseppe;ulan:500004474;Ghezzi, Giuseppe;Italian (culture or style);Italian painter and illustrator, 1634-1721;1634.0;1721.0;13.416667000000002;42.95;12.483333;41.9;Ascoli Piceno;Rome;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
DE FERRARI Giovanni Andrea;ulan:500000976;Ferrari, Giovanni Andrea De';Italian (culture or style);Italian painter, 1598-1669;1598.0;1669.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
CACCINI Giovanni Battista;ulan:500007809;Caccini, Giovanni Battista;Italian (culture or style);Italian sculptor and architect, 1556-1613;1556.0;1613.0;12.483333;41.9;11.25;43.766667;Rome;Florence;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
PELLEGRINI Domenico;ulan:500005148;Tibaldi, Domenico;Italian (culture or style);Italian painter, architect, and engraver, 1541-1583;1541.0;1583.0;11.351;44.507;11.351;44.507;Bologna;Bologna;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
STOTHARD Thomas;ulan:500028756;Stothard, Thomas;British (modern);English illustrator, painter, and designer, 1755-1834;1755.0;1834.0;-0.093145;51.514248;-0.093145;51.514248;City of London;City of London;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
BORGOGNONE Giacomo;ulan:500019546;Courtois, Jacques;French (culture or style);French painter and printmaker, 1621-1676, active in Italy;1621.0;1676.0;6.816174;47.318804;12.483333;41.9;Doubs;Rome;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
HONDECOETER Melchior;ulan:500026698;Hondecoeter, Melchior de;Dutch (culture or style);Dutch animal painter, 1636-1695;1636.0;1695.0;5.133333;52.083333;4.916667;52.35;Utrecht;Amsterdam;2.0;2.0;0.0;14.0;2.0;2.0;0.0;0.14285714285714285;0.14285714285714285;0.0
NICCOLO' FIORENTINO;ulan:500002432;Fiorentino, Niccoló;Italian (culture or style);Italian painter, ca. 1404-1471;1390.0;1471.0;;;;;;;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
GEROLAMO da SANTACROCE o;ulan:500005712;Santacroce, Girolamo da;Italian (culture or style);Italian painter, born 1480-1485, died 1556;1480.0;1556.0;12.324722;46.092222;12.326667;45.438611;Vittorio Veneto;Venice;5.0;4.0;1.0;16.0;14.0;12.0;2.0;0.875;0.75;0.125
ANDREOTTI Libero;ulan:500023375;Andreotti, Libero;Italian (culture or style);Italian sculptor, 1875-1933;1875.0;1933.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
RIPANDA Jacopo;ulan:500006751;Ripanda, Jacopo;Italian (culture or style);Italian painter and engraver, active ca. 1500-1516;1460.0;1560.0;;;;;;;3.0;2.0;1.0;121.0;111.0;4.0;107.0;0.9173553719008265;0.03305785123966942;0.8842975206611571
CAGNOLA Luigi;ulan:500018271;Cagnola, Luigi;Italian (culture or style);Italian architect, 1762-1833;1762.0;1833.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
BRACCESCO Carlo;ulan:500028640;Braccesco, Carlo;Italian (culture or style);Italian painter, active 1478-1501;1448.0;1531.0;;;;;;;1.0;1.0;0.0;14.0;4.0;4.0;0.0;0.2857142857142857;0.2857142857142857;0.0
TROYON Constant;ulan:500003566;Troyon, Constant;French (culture or style);French painter, 1810-1865;1810.0;1865.0;2.217569;48.822916;2.333333;48.866667;Sèvres;Paris;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
CARBONCINO Giovanni;ulan:500048680;Carboncino, Giovanni;Venetian (Republic, culture or style);Venetian painter, active 1672-1692;1640.0;1710.0;;;;;;;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
FERRARI Ettore;ulan:500011411;Ferrari, Ettore;Italian (culture or style);Italian sculptor, 1848-1929;1848.0;1929.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
CALDERINI Guglielmo;ulan:500056834;Calderini, Guglielmo;Italian (culture or style);Italian architect and writer, 1837-1916;1837.0;1916.0;12.366667;43.133333;12.483333;41.9;Perugia;Rome;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
MARCHESI Girolamo;ulan:500011815;Marchesi, Girolamo;Italian (culture or style);Italian painter, born 1471 or 1481, died 1540 or 1550;1471.0;1550.0;;;;;;;1.0;1.0;0.0;14.0;6.0;6.0;0.0;0.42857142857142855;0.42857142857142855;0.0
VILLA Giovanni Battista;ulan:500084518;Villa, Giovanni Battista;Italian (culture or style);Italian sculptor, 1832-1899;1832.0;1899.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
RUSUTI Filippo;ulan:500028667;Rusuti, Filippo;Italian (culture or style);Italian painter and mosaicist, active ca. 1297-1317;1260.0;1360.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
MONSU' Bernardo;ulan:500015723;Keil, Bernhard;Danish (culture or style);Danish painter, 1624-1687, active in Italy;1624.0;1687.0;12.6333;56.05;12.483333;41.9;Elsinore;Rome;2.0;1.0;1.0;15.0;3.0;2.0;1.0;0.2;0.13333333333333333;0.06666666666666667
FROMENT Nicolas;ulan:500028872;Froment, Nicolas;French (culture or style);French painter, active ca. 1460, died ca. 1484;1425.0;1484.0;;;;;;;1.0;0.0;1.0;15.0;1.0;0.0;1.0;0.06666666666666667;0.0;0.06666666666666667
SERODINE Giovanni;ulan:500119538;Serodine, Giovanni;Italian (culture or style);Italian painter and stuccoist, ca. 1600-1630;1590.0;1630.0;;;12.483333;41.9;;Rome;1.0;1.0;0.0;14.0;4.0;4.0;0.0;0.2857142857142857;0.2857142857142857;0.0
CANERA Anselmo;ulan:500021577;Canerio, Anselmo;Italian (culture or style);Italian painter and draftsman, ca. 1522-ca. 1586;1512.0;1596.0;11.0;45.45;11.0;45.45;Verona;Verona;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
DOMENICO DI MICHELINO;ulan:500018988;Domenico di Michelino;Italian (culture or style);Italian painter, 1417-1491;1417.0;1491.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRANGER Bartholomeus;ulan:500018180;Spranger, Bartholomaeus;Flemish (culture or style);Flemish painter and printmaker, 1546-1611;1546.0;1611.0;;;;;;;2.0;1.0;1.0;15.0;2.0;1.0;1.0;0.13333333333333333;0.06666666666666667;0.06666666666666667
PARIS Domenico;ulan:500022765;Domenico di Paris;Italian (culture or style);Italian sculptor, bronze caster, and woodcarver, active ca. 1443-1501;1410.0;1520.0;11.883333;45.416667;;;Padua;;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
PORCELLIS Jan;ulan:500026780;Porcellis, Jan;Dutch (culture or style);Dutch painter and printmaker, ca. 1584-1632;1574.0;1632.0;3.716667;51.05;;;Ghent;;1.0;1.0;0.0;14.0;3.0;3.0;0.0;0.21428571428571427;0.21428571428571427;0.0
SCANZI Giovanni;ulan:500071036;Scanzi, Giovanni;Italian (culture or style);Italian sculptor, 1840-1915;1840.0;1915.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
PAOLO di GIOVANNI FEI;ulan:500013966;Paolo di Giovanni Fei;Italian (culture or style);Sienese painter, ca. 1345 - ca. 1411;1340.0;1411.0;11.6;43.05;;;Siena;;2.0;1.0;1.0;16.0;4.0;2.0;2.0;0.25;0.125;0.125
SIRANI Giovanni Andrea;ulan:500029946;Sirani, Giovanni Andrea;Italian (culture or style);Italian painter and printmaker, 1610-1670;1610.0;1670.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
JOUVENET Jean;ulan:500010622;Jouvenet, Jean;French (culture or style);French painter, 1644-1717;1644.0;1717.0;1.083333;49.433333000000005;2.333333;48.866667;Rouen;Paris;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
BIBIENA Carlo;ulan:500014425;Bibiena, Carlo Galliapproximately 1778;Italian (culture or style);Italian architect and scenographer, 1728-after 1778;1728.0;1782.0;16.3667;48.2167;11.25;43.766667;Vienna;Florence;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
NICOLA d'ANCONA;ulan:500019956;Bertuzzi, Nicola;Italian (culture or style);Italian painter, ca. 1710-1777;1700.0;1777.0;13.5;43.633333;11.351;44.507;Ancona;Bologna;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
USSI Stefano;ulan:500014508;Ussi, Stefano;Italian (culture or style);Italian painter, 1822-1901;1822.0;1901.0;11.25;43.766667;11.25;43.766667;Florence;Florence;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
MONET Claude;ulan:500019484;Monet, Claude;French (culture or style);French painter, 1840-1926;1840.0;1926.0;2.333333;48.866667;1.529978;49.076851;Paris;Eure;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
GRAPINELLI Flaminio;ulan:500084251;Grapinelli, Flaminio;Italian (culture or style);Italian painter, active 18th century;1660.0;1760.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
FRANCESCO di ANTONIO BANCHI;ulan:500027560;Francesco di Antonio di Bartolomeo;Italian (culture or style);Italian painter, active 1393-1433;1363.0;1463.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
HOET Gerard;ulan:500024733;Hoet, Gerard;Dutch (culture or style);Dutch painter, draftsman, 1648-1733;1648.0;1733.0;5.25;51.8;4.3;52.083333;Zaltbommel;The Hague;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
ACHEN Johann von;ulan:500127905;;German (culture, style, period);German painter, 1552-1615;1552.0;1615.0;6.95;50.933333000000005;14.4333;50.1;Cologne;Prague;1.0;1.0;0.0;14.0;1.0;1.0;0.0;0.07142857142857142;0.07142857142857142;0.0
FABRIS Giuseppe;ulan:500048921;Fabris, Giuseppe de;Italian (culture or style);Italian sculptor 1790-1860;1790.0;1860.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
GUARDI Andrea di Francesco;ulan:500020476;Andrea Guardi;Italian (culture or style);Italian sculptor, active 1451-1470;1421.0;1500.0;;;;;;;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
OLIVIERI Maffeo;ulan:500120076;Olivieri, Maffeo;Italian (culture or style);Italian sculptor, medalist, and bronze-caster, born 1484, died 1543 or 1544;1484.0;1544.0;10.25;45.55;10.25;45.55;Brescia;Brescia;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
